customer_id,customer_age,gender,country,acquisition_channel,product_tier,tenure_months,monthly_spend,login_freq_monthly,feature_adoption,support_tickets_6m,nps_score,payment_failures_6m,referrals_made,days_since_login,customer_feedback,clv_12m
CUST0002138,36,Female,FR,Referral,Enterprise,69,1043.84,13,0.094,1,9.0,0,1,6,Switched from a competitor and never looked back... Much better value...,15612.89
CUST0003954,42,Female,US,Referral,Free,6,0.0,12,0.827,0,10.0,0,0,30,Switched from a competitor and never looked back. Much better value.,1.21
CUST0002292,42,Male,UK,Organic Search,Pro,41,241.76,11,0.466,2,2.0,1,2,4,Frustrated with constant login issues. Starting to look at alternatives.,2891.97
CUST0005071,31,Female,UK,Email Campaign,Free,48,0.0,17,0.729,5,7.0,0,0,9,Exported my data and moving to a competitor. Disappointing experience.,8.57
CUST0001805,38,Female,US,Social Media,Basic,5,80.19,8,0.342,0,9.0,0,0,1,Been using this for 5 months and it keeps getting better. Highly recommend.,933.28
CUST0001370,33,Female,US,Organic Search,Free,35,0.0,10,0.44,0,7.0,0,0,3,Decent product for the price. A few bugs here and there.,0.0
CUST0003576,32,Female,AU,Email Campaign,Pro,37,145.38,12,0.079,3,6.0,2,1,5,Frustrated with constant login issues. Starting to look at alternatives.,1192.97
CUST0001553,48,Female,UK,Social Media,Free,6,0.0,15,0.366,0,9.0,0,0,0,Switched from a competitor and never looked back. Much better value.,2.86
CUST0000954,30,Male,AU,Organic Search,Basic,16,30.42,11,0.81,0,10.0,0,0,13,Been using this for 16 months and it keeps getting better. Highly recommend.,371.0
CUST0002593,27,Female,AU,Paid Ads,Free,1,,16,0.357,0,9.0,0,4,12,Five stars. Does exactly what it promises and the team listens to feedback.,0.0
CUST0006876,20,Male,FR,Email Campaign,Free,44,0.0,10,0.262,3,8.0,0,0,2,Way too expensive for what you get. Downgrading to the free tier.,0.0
CUST0000475,40,Female,BR,Direct,Basic,71,39.23,11,0.162,0,8.0,0,1,10,Been using this for 71 months and it keeps getting better. Highly recommend.,511.83
CUST0001189,55,Male,US,Direct,Basic,1,,11,0.372,3,3.0,0,0,7,Exported my data and moving to a competitor. Disappointing experience.,97.31
CUST0005696,28,Female,CA,Paid Ads,Free,23,0.0,12,0.143,1,10.0,0,0,0,The dashboard is intuitive and the reports save me hours every month.,8.02
CUST0004611,21,Male,CA,Direct,Enterprise,41,305.09,10,0.454,1,0.0,0,0,2,Three billing errors in six months. Their accounting team is a mess.,5687.15
CUST0003476,48,Female,CA,Email Campaign,Pro,10,103.36,13,0.363,1,6.0,0,0,2,Not bad... I'd like to see more integrations added...,1124.93
CUST0003090,52,Male,IN,Referral,Pro,1,,10,,2,4.0,1,1,6,Exported my data and moving to a competitor. Disappointing experience.,699.82
CUST0003949,44,Female,UK,Paid Ads,Free,31,0.0,15,0.47,4,10.0,0,3,2,Cancelled my subscription last week. Not what I expected.,4.5
CUST0005032,39,Male,US,Direct,Free,6,0.0,10,0.134,0,10.0,0,1,5,Love this product. It has completely changed how I manage my finances.,0.0
CUST0000914,40,Female,US,Paid Ads,Basic,39,30.69,13,0.457,0,0.0,3,0,11,Had 39 support tickets in the last few months and issues are still open.,201.01
CUST0000286,26,Male,CA,Paid Ads,Free,33,0.0,11,0.282,0,1.0,0,1,11,Poor customer service. Was on hold for 45 minutes and no resolution.,0.0
CUST0001898,38,Female,IN,Referral,Pro,2,79.29,12,0.381,1,4.0,0,1,6,Cancelled my subscription last week. Not what I expected.,1004.6
CUST0002992,18,Male,BR,Organic Search,Basic,62,24.33,15,0.208,5,9.0,0,0,12,Not worth the price. The competitor offers more for less.,242.85
CUST0000297,18,Female,US,Direct,Pro,23,183.72,7,0.511,2,6.0,1,0,19,Some features are behind a paywall that feels excessive...,1749.43
CUST0001915,34,Female,US,Email Campaign,Basic,17,24.07,9,0.445,3,8.0,0,0,12,Exported my data and moving to a competitor. Disappointing experience.,256.39
CUST0004091,51,Male,IN,Email Campaign,Free,3,0.0,13,0.358,1,8.0,0,0,14,Five stars. Does exactly what it promises and the team listens to feedback.,0.0
CUST0002444,34,Female,US,Organic Search,Pro,11,118.26,13,0.084,3,7.0,0,0,17,Had 11 support tickets in the last few months and issues are still open.,1123.91
CUST0004522,52,Female,IN,Organic Search,Free,5,0.0,11,0.412,2,10.0,0,2,10,"It's fine. Does what it says, nothing special.",0.0
CUST0004000,24,Male,UK,Email Campaign,Basic,12,19.09,11,0.443,0,6.0,0,1,0,Customer service was polite but couldn't fix my problem on the first try.,244.61
CUST0002130,36,Female,CA,Email Campaign,Basic,20,23.95,10,0.612,1,8.0,0,0,4,the pro plan is worth every penny. roi was clear within weeks.,286.26
CUST0005307,36,Female,UK,Paid Ads,Basic,2,31.33,15,0.607,0,7.0,1,0,5,Not bad. I'd like to see more integrations added.,297.68
CUST0000186,39,Male,US,Paid Ads,Free,9,0.0,13,0.767,2,4.0,0,0,7,Had 9 support tickets in the last few months and issues are still open.,0.0
CUST0001059,36,Male,MX,Email Campaign,Pro,11,56.76,14,0.23,0,5.0,0,1,5,Not bad. I'd like to see more integrations added.,697.83
CUST0004056,35,Female,US,Email Campaign,Free,1,,10,0.604,1,10.0,0,0,0,Been using this for 1 months and it keeps getting better. Highly recommend.,9.24
CUST0000961,42,Female,MX,Social Media,Basic,19,13.75,6,0.424,2,9.0,0,0,1,some features are behind a paywall that feels excessive.,140.17
CUST0002546,41,Female,AU,Social Media,Basic,7,36.67,13,0.145,0,9.0,0,0,7,The Pro plan is worth every penny. ROI was clear within weeks.,406.98
CUST0002613,37,Female,US,Social Media,Free,19,0.0,10,0.252,2,10.0,0,1,0,works okay most of the time. had a couple of outages last month.,19.88
CUST0004101,41,Female,US,Organic Search,Free,3,0.0,17,0.819,0,0.0,1,0,8,Way too expensive for what you get. Downgrading to the free tier.,0.0
CUST0004772,31,Male,CA,Social Media,Basic,22,18.07,12,0.235,3,5.0,0,1,4,Cancelled my subscription last week. Not what I expected.,209.03
CUST0004878,39,Male,AU,Direct,Basic,23,34.9,14,0.375,1,,0,1,1,,434.74
CUST0001839,40,Male,AU,Organic Search,Pro,9,88.9,10,0.374,4,10.0,0,1,4,thinking about cancelling. too many bugs and support is slow.,1083.6
CUST0003784,32,Female,SG,Organic Search,Pro,17,91.54,9,0.893,0,5.0,0,0,11,Average experience. The mobile app needs work.,1003.71
CUST0003142,18,Male,SG,Organic Search,Pro,5,99.7,10,0.837,1,9.0,0,3,12,Love this product. It has completely changed how I manage my finances.,1650.15
CUST0000315,31,Female,IN,Direct,Enterprise,21,379.26,9,0.626,1,3.0,0,0,7,Had 21 support tickets in the last few months and issues are still open.,6574.69
CUST0002782,18,Male,SG,Referral,Basic,44,10.14,11,0.606,1,2.0,1,0,5,Three billing errors in six months. Their accounting team is a mess.,78.73
CUST0000608,37,Male,US,Organic Search,Free,8,0.0,12,0.172,3,0.0,0,1,4,Not worth the price. The competitor offers more for less.,0.0
CUST0002304,25,Female,US,Social Media,Pro,17,111.45,15,0.572,3,5.0,0,0,9,The app crashes regularly. Completely unreliable for actual financial work.,1118.07
CUST0002538,28,Female,AU,Email Campaign,Pro,18,99.11,9,0.512,0,0.0,0,0,2,Exported my data and moving to a competitor. Disappointing experience.,1083.23
CUST0004569,47,Female,BR,Social Media,Free,9,0.0,8,0.204,6,9.0,0,1,2,Frustrated with constant login issues. Starting to look at alternatives.,0.0
CUST0001977,42,Female,IN,Referral,Pro,3,44.13,23,0.366,3,5.0,1,2,5,Not worth the price. The competitor offers more for less.,489.17
CUST0003383,27,Male,CA,Paid Ads,Basic,46,60.74,15,0.452,0,8.0,2,0,3,the pro plan is worth every penny. roi was clear within weeks.,536.41
CUST0000446,30,Female,UK,Referral,Free,30,0.0,12,0.085,1,6.0,0,0,8,"It's fine. Does what it says, nothing special.",3.23
CUST0001500,47,Female,DE,Referral,Free,1,,16,0.111,1,10.0,0,0,0,The dashboard is intuitive and the reports save me hours every month.,0.0
CUST0003888,30,Male,IN,Referral,Basic,26,46.85,9,0.229,0,8.0,2,0,6,The dashboard is intuitive and the reports save me hours every month.,458.28
CUST0005781,42,Male,US,Social Media,Basic,10,12.83,19,0.597,2,8.0,0,0,4,"It's fine... Does what it says, nothing special...",169.72
CUST0003638,31,Male,CA,Organic Search,Enterprise,1,,17,0.249,0,2.0,1,0,2,had 1 support tickets in the last few months and issues are still open.,5791.16
CUST0004866,18,Female,US,Referral,Free,3,0.0,15,0.075,2,7.0,0,0,7,Some features are behind a paywall that feels excessive.,0.0
CUST0000351,36,Female,US,Email Campaign,Basic,4,49.67,13,0.535,1,6.0,0,0,7,Decent product for the price. A few bugs here and there.,525.4
CUST0003794,36,Male,MX,Paid Ads,Pro,23,104.72,13,0.188,5,10.0,0,1,3,The app crashes regularly. Completely unreliable for actual financial work.,1245.32
CUST0003958,43,Female,US,Email Campaign,Free,17,0.0,11,0.769,1,8.0,0,1,12,Super easy to use and the customer support team is always helpful.,0.0
CUST0005978,27,Male,US,Social Media,Free,23,0.0,8,0.104,0,9.0,0,0,2,Love this product. It has completely changed how I manage my finances.,0.22
CUST0005428,30,Female,US,Referral,Enterprise,21,410.14,9,0.495,0,6.0,0,0,18,Used it for 21 months now. Hasn't wowed me but gets the job done.,6699.95
CUST0000517,34,Male,FR,Paid Ads,Basic,5,19.31,8,0.2,0,7.0,0,0,8,Average experience. The mobile app needs work.,208.49
CUST0004731,44,Female,DE,Paid Ads,Basic,1,,10,0.574,3,8.0,2,0,11,Not worth the price. The competitor offers more for less.,133.37
CUST0001492,30,Male,BR,Paid Ads,Pro,15,124.69,15,0.343,3,0.0,0,0,10,Poor customer service. Was on hold for 45 minutes and no resolution.,1182.2
CUST0003211,29,Male,IN,Social Media,Pro,42,96.34,14,0.239,2,3.0,0,0,16,poor customer service. was on hold for 45 minutes and no resolution.,1001.35
CUST0002453,33,Female,UK,Direct,Basic,4,24.11,18,0.684,4,7.0,1,1,7,Three billing errors in six months. Their accounting team is a mess.,257.39
CUST0000670,22,Female,DE,Organic Search,Pro,4,112.48,12,0.448,2,5.0,0,1,4,Works okay most of the time. Had a couple of outages last month.,1354.53
CUST0004170,22,Female,US,Email Campaign,Basic,16,25.49,17,0.297,2,7.0,0,0,4,Support took a while to respond but eventually resolved my issue.,261.52
CUST0000477,19,Female,SG,Organic Search,Basic,4,16.92,11,0.133,1,4.0,0,0,1,Exported my data and moving to a competitor. Disappointing experience.,162.05
CUST0004444,40,Female,MX,Email Campaign,Basic,10,35.37,11,0.35,2,8.0,0,2,4,Decent product for the price... A few bugs here and there...,504.99
CUST0002003,49,Female,US,Direct,Free,25,0.0,11,0.791,5,8.0,0,0,11,cancelled my subscription last week. not what i expected.,0.0
CUST0002046,40,Female,SG,Organic Search,Basic,15,16.65,12,0.76,0,6.0,0,4,12,Used it for 15 months now... Hasn't wowed me but gets the job done...,286.61
CUST0002349,19,Female,DE,Paid Ads,Basic,2,28.56,12,0.287,0,6.0,0,0,9,Customer service was polite but couldn't fix my problem on the first try.,307.89
CUST0006458,39,Male,US,Referral,Basic,43,25.59,13,0.237,0,6.0,1,3,17,The basic features work well. The advanced ones feel unfinished.,340.6
CUST0000043,49,Male,FR,Social Media,Pro,32,76.12,8,0.299,3,3.0,0,0,11,Three billing errors in six months. Their accounting team is a mess.,742.26
CUST0006371,45,Female,SG,Social Media,Basic,23,24.83,20,0.191,0,10.0,0,0,8,The dashboard is intuitive and the reports save me hours every month.,298.03
CUST0004834,29,Male,US,Email Campaign,Free,25,0.0,16,0.651,0,4.0,0,0,21,exported my data and moving to a competitor. disappointing experience.,6.07
CUST0006347,29,Male,US,Email Campaign,Free,16,0.0,11,0.364,0,9.0,0,0,4,"Honestly the best fintech app I've tried. Clean interface, reliable data.",3.43
CUST0005065,55,Female,DE,Email Campaign,Basic,50,43.49,10,0.515,1,3.0,0,0,8,Cancelled my subscription last week. Not what I expected.,456.06
CUST0006540,28,Male,UK,Organic Search,Basic,26,8.48,9,0.229,2,6.0,0,2,10,Not bad. I'd like to see more integrations added.,115.96
CUST0003143,34,Female,AU,Organic Search,Pro,12,97.26,12,0.205,0,8.0,0,1,11,Switched from a competitor and never looked back. Much better value.,1228.02
CUST0001613,37,Female,IN,Organic Search,Free,19,0.0,13,0.143,0,6.0,0,1,1,Average experience. The mobile app needs work.,9.29
CUST0006793,42,Male,US,Organic Search,Free,53,0.0,10,0.476,1,6.0,0,0,10,Average experience... The mobile app needs work...,0.0
CUST0004667,31,Female,BR,Referral,Enterprise,11,480.14,14,0.783,1,7.0,0,0,0,Decent product for the price. A few bugs here and there.,7640.08
CUST0004674,31,Male,CA,Organic Search,Free,1,,11,0.053,1,0.0,0,4,1,cancelled my subscription last week. not what i expected.,5.94
CUST0004714,41,Female,FR,Paid Ads,Basic,2,26.66,12,,0,4.0,1,3,2,three billing errors in six months. their accounting team is a mess.,355.52
CUST0005620,36,Male,UK,Referral,Pro,11,113.03,14,,1,10.0,0,2,21,Five stars. Does exactly what it promises and the team listens to feedback.,1601.77
CUST0005775,37,Female,SG,Paid Ads,Basic,2,22.11,8,0.242,0,8.0,0,2,8,Super easy to use and the customer support team is always helpful.,320.12
CUST0001692,38,Female,CA,Social Media,Basic,11,18.02,14,0.567,0,10.0,0,1,2,Five stars. Does exactly what it promises and the team listens to feedback.,226.28
CUST0004105,32,Male,DE,Social Media,Basic,75,15.83,19,0.61,4,5.0,0,0,16,Not worth the price. The competitor offers more for less.,143.88
CUST0004447,39,Male,CA,Social Media,Free,7,0.0,16,0.248,1,10.0,0,1,1,Renewal was automatic and seamless. Happy to stay on the Pro plan.,0.0
CUST0001753,33,Female,DE,Paid Ads,Free,2,0.0,13,0.51,2,9.0,1,0,2,Some features are behind a paywall that feels excessive.,21.37
CUST0004622,29,Male,US,Email Campaign,Pro,14,102.6,20,0.377,4,10.0,0,2,1,Poor customer service. Was on hold for 45 minutes and no resolution.,1404.16
CUST0001163,35,Female,FR,Organic Search,Basic,20,12.8,11,0.464,0,7.0,1,0,8,Customer service was polite but couldn't fix my problem on the first try.,111.8
CUST0005887,52,Female,IN,Referral,Basic,14,40.02,10,0.523,1,6.0,0,1,1,Average experience. The mobile app needs work.,478.02
CUST0005578,18,Female,US,Email Campaign,Basic,5,24.19,18,0.446,0,7.0,0,3,15,Average experience. The mobile app needs work.,378.48
CUST0003783,41,Male,UK,Direct,Free,23,0.0,14,0.379,0,,1,2,6,,0.0
CUST0001733,28,Male,US,Email Campaign,Pro,59,176.58,9,0.331,1,9.0,0,1,25,Great product. The new features they added last quarter are excellent.,2329.44
CUST0000984,23,Female,IN,Referral,Pro,10,63.81,11,0.416,0,0.0,0,1,6,Not worth the price... The competitor offers more for less...,766.55
CUST0004392,41,Female,CA,Social Media,Pro,21,57.6,15,0.192,0,0.0,0,0,13,frustrated with constant login issues. starting to look at alternatives.,618.26
CUST0002354,36,Male,AU,Paid Ads,Free,25,0.0,11,0.796,0,,2,1,3,,0.0
CUST0005134,32,Male,US,Direct,Free,11,0.0,7,0.35,0,9.0,0,0,1,Renewal was automatic and seamless. Happy to stay on the Pro plan.,0.0
CUST0001626,49,Female,AU,Social Media,Pro,3,59.76,10,0.176,4,4.0,2,2,2,had 3 support tickets in the last few months and issues are still open.,607.9
CUST0006388,47,Male,AU,Paid Ads,Basic,12,16.74,8,0.495,0,9.0,0,1,2,Five stars. Does exactly what it promises and the team listens to feedback.,188.82
CUST0003485,37,Female,AU,Organic Search,Basic,19,35.39,13,0.234,2,10.0,0,0,23,Average experience. The mobile app needs work.,380.11
CUST0004251,18,Female,SG,Organic Search,Free,19,0.0,8,0.731,0,2.0,0,1,3,Frustrated with constant login issues. Starting to look at alternatives.,0.0
CUST0004472,49,Male,MX,Social Media,Free,1,,11,0.695,0,9.0,0,0,11,The dashboard is intuitive and the reports save me hours every month.,3.15
CUST0000444,38,Male,AU,Organic Search,Enterprise,71,503.13,9,0.51,1,5.0,1,0,1,Some features are behind a paywall that feels excessive.,7262.32
CUST0002514,30,Female,US,Referral,Basic,42,13.75,12,0.407,0,9.0,0,0,7,super easy to use and the customer support team is always helpful.,167.13
CUST0005992,18,Female,US,Paid Ads,Pro,2,111.51,11,0.317,0,9.0,0,0,13,Switched from a competitor and never looked back. Much better value.,1312.43
CUST0004600,24,Male,US,Organic Search,Free,19,0.0,10,0.603,4,0.0,0,3,1,Poor customer service... Was on hold for 45 minutes and no resolution...,0.0
CUST0001098,39,Male,US,Social Media,Free,23,0.0,12,,0,4.0,0,4,17,Way too expensive for what you get. Downgrading to the free tier.,8.2
CUST0004774,39,Female,US,Referral,Pro,14,51.92,7,0.509,0,1.0,0,3,7,Exported my data and moving to a competitor. Disappointing experience.,790.34
CUST0003340,18,Female,UK,Paid Ads,Basic,27,19.24,13,0.374,2,7.0,0,3,0,"it's fine. does what it says, nothing special.",286.2
CUST0001016,46,Male,DE,Paid Ads,Basic,34,26.11,7,0.613,0,,0,3,7,,394.22
CUST0004588,38,Male,US,Social Media,Free,1,,4,0.468,0,0.0,0,0,0,Three billing errors in six months. Their accounting team is a mess.,1.05
CUST0004833,51,Female,AU,Email Campaign,Free,12,0.0,15,0.527,0,10.0,2,1,1,Five stars. Does exactly what it promises and the team listens to feedback.,0.0
CUST0002469,47,Female,FR,Referral,Basic,2,48.83,8,0.107,1,10.0,0,1,3,Super easy to use and the customer support team is always helpful.,602.87
CUST0004376,40,Female,CA,Social Media,Free,18,0.0,14,0.398,5,7.0,0,0,18,Cancelled my subscription last week. Not what I expected.,0.0
CUST0002958,26,Male,US,Paid Ads,Free,7,0.0,12,0.354,3,8.0,0,0,4,Thinking about cancelling... Too many bugs and support is slow...,3.97
CUST0000101,42,Female,DE,Paid Ads,Basic,3,13.8,12,0.749,0,5.0,1,1,6,the basic features work well. the advanced ones feel unfinished.,137.84
CUST0002163,51,Male,CA,Direct,Enterprise,11,1304.75,17,0.283,0,8.0,0,0,3,The Pro plan is worth every penny... ROI was clear within weeks...,17613.2
CUST0003687,34,Male,BR,Social media,Enterprise,4,661.17,10,0.18,1,5.0,0,0,0,Some features are behind a paywall that feels excessive.,9404.71
CUST0005301,40,Female,SG,Paid Ads,Enterprise,5,282.09,14,0.281,1,7.0,0,3,3,Decent product for the price. A few bugs here and there.,6641.67
CUST0000600,23,Female,UK,Referral,Enterprise,7,619.33,8,0.416,3,2.0,3,1,3,Not worth the price. The competitor offers more for less.,6821.33
CUST0000360,25,Female,CA,Paid Ads,Pro,2,50.35,15,0.081,1,10.0,0,1,5,Five stars. Does exactly what it promises and the team listens to feedback.,640.21
CUST0002719,42,Male,CA,Social Media,Pro,13,41.66,11,0.847,2,,0,0,5,,481.32
CUST0005305,40,Male,FR,Social Media,FREE,6,0.0,11,0.556,0,10.0,0,3,12,"Honestly the best fintech app I've tried. Clean interface, reliable data.",0.0
CUST0000498,26,Non-Binary,MX,Organic Search,Enterprise,1,,9,,0,,0,1,2,,9303.24
CUST0005070,39,Female,US,Email Campaign,Enterprise,22,269.15,13,0.682,3,1.0,1,0,13,Had 22 support tickets in the last few months and issues are still open.,4822.49
CUST0003113,34,Male,DE,Organic Search,Free,2,0.0,10,0.276,1,9.0,0,2,25,The dashboard is intuitive and the reports save me hours every month.,0.0
CUST0003963,41,Male,IN,Email Campaign,Enterprise,11,288.52,13,,2,9.0,0,0,2,The basic features work well. The advanced ones feel unfinished.,5614.31
CUST0001800,41,Female,US,Social Media,Free,13,0.0,12,0.127,1,9.0,1,0,9,Switched from a competitor and never looked back. Much better value.,0.38
CUST0004218,19,Female,IN,Referral,Basic,17,24.56,13,0.597,0,5.0,0,0,20,Works okay most of the time. Had a couple of outages last month.,250.9
CUST0004925,26,Female,CA,Email Campaign,Free,15,0.0,13,0.256,1,9.0,1,1,1,Five stars. Does exactly what it promises and the team listens to feedback.,12.57
CUST0006118,37,Male,CA,Paid Ads,Enterprise,13,162.13,7,0.199,0,7.0,0,0,7,Customer service was polite but couldn't fix my problem on the first try.,4067.28
CUST0002167,53,Female,SG,Social Media,Pro,21,107.9,10,0.625,2,7.0,0,0,4,Not bad... I'd like to see more integrations added...,1221.68
CUST0006853,45,Male,MX,Paid Ads,Pro,6,187.98,10,0.662,2,10.0,1,3,16,Used it for 6 months now. Hasn't wowed me but gets the job done.,2777.19
CUST0006226,46,Female,CA,Organic Search,Basic,30,9.38,17,0.511,1,8.0,1,0,9,The dashboard is intuitive and the reports save me hours every month...,93.48
CUST0004841,25,Female,US,Social Media,Free,4,0.0,13,0.566,3,0.0,1,0,13,Three billing errors in six months. Their accounting team is a mess.,0.0
CUST0002021,18,Male,US,Social Media,Pro,18,90.23,11,0.245,1,7.0,0,1,1,Decent product for the price. A few bugs here and there.,1056.87
CUST0006850,34,Female,CA,Social Media,Free,21,0.0,8,0.242,0,7.0,0,2,0,Used it for 21 months now. Hasn't wowed me but gets the job done.,11.1
CUST0003603,18,Female,DE,Direct,Basic,40,37.55,11,0.269,2,5.0,0,1,11,Not bad. I'd like to see more integrations added.,478.81
CUST0006512,26,Female,UK,Paid Ads,Pro,31,50.32,13,0.666,2,7.0,0,4,4,Works okay most of the time. Had a couple of outages last month.,828.73
CUST0004882,52,Male,UK,Organic Search,Enterprise,32,409.87,19,0.128,0,1.0,1,3,2,Exported my data and moving to a competitor. Disappointing experience.,7693.02
CUST0006354,54,Female,UK,Social Media,Basic,3,53.01,10,0.729,0,,0,1,9,,723.76
CUST0006408,28,Female,AU,Organic Search,Basic,48,17.24,16,0.797,0,9.0,0,2,8,Great product. The new features they added last quarter are excellent.,259.76
CUST0000471,45,Male,BR,Paid Ads,Free,18,0.0,10,0.399,6,4.0,0,2,3,Three billing errors in six months. Their accounting team is a mess.,6.11
CUST0004454,35,Male,US,Email Campaign,Free,17,0.0,9,0.299,0,6.0,0,0,0,"It's fine. Does what it says, nothing special.",0.0
CUST0001658,55,Male,US,Direct,Free,44,0.0,11,0.053,2,10.0,0,2,17,"It's fine. Does what it says, nothing special.",0.0
CUST0004136,31,Female,MX,Referral,Free,21,0.0,10,0.26,3,8.0,0,0,7,Exported my data and moving to a competitor. Disappointing experience.,0.0
CUST0005191,31,Female,UK,Paid Ads,Free,1,,7,,3,5.0,0,0,2,Way too expensive for what you get. Downgrading to the free tier.,1.33
CUST0001773,31,Female,AU,Social Media,ENTERPRISE,21,46.76,11,0.351,1,7.0,0,2,10,The basic features work well. The advanced ones feel unfinished.,637.45
CUST0005491,28,Female,SG,Organic Search,Basic,36,39.25,8,0.137,0,3.0,1,1,17,had 36 support tickets in the last few months and issues are still open.,421.39
CUST0002949,33,Male,US,Email Campaign,Free,1,,10,0.446,0,9.0,3,1,2,Great product. The new features they added last quarter are excellent.,0.0
CUST0005110,30,Male,MX,Social Media,Basic,13,22.58,10,0.231,5,8.0,1,0,2,Frustrated with constant login issues. Starting to look at alternatives.,200.58
CUST0002273,41,Male,BR,Social Media,Pro,38,108.78,18,0.57,1,5.0,0,0,12,Support took a while to respond but eventually resolved my issue.,1222.37
CUST0005291,38,Female,IN,Organic Search,Basic,21,16.23,9,0.554,4,9.0,0,0,5,Had 21 support tickets in the last few months and issues are still open.,195.45
CUST0003176,31,Male,US,Organic Search,Basic,21,26.78,9,0.405,4,5.0,0,0,0,Had 21 support tickets in the last few months and issues are still open.,267.25
CUST0003171,32,Male,CA,Social Media,Free,11,0.0,18,0.296,3,10.0,0,0,4,Exported my data and moving to a competitor. Disappointing experience.,18.23
CUST0001519,29,Male,FR,Direct,Enterprise,15,189.1,9,0.245,0,5.0,0,1,8,Customer service was polite but couldn't fix my problem on the first try.,4670.38
CUST0002989,34,Male,MX,Social Media,Free,42,0.0,14,0.373,2,8.0,0,1,0,Customer service was polite but couldn't fix my problem on the first try.,0.0
CUST0005664,45,Male,US,Paid Ads,Basic,1,,8,0.5,5,10.0,0,0,34,thinking about cancelling. too many bugs and support is slow.,177.37
CUST0003679,51,Male,SG,Social Media,Enterprise,6,352.66,11,0.459,4,0.0,0,1,0,Thinking about cancelling. Too many bugs and support is slow.,6390.22
CUST0002134,29,Female,DE,Direct,Free,24,0.0,17,0.551,3,5.0,2,2,2,Had 24 support tickets in the last few months and issues are still open.,8.32
CUST0002922,31,Female,AU,Paid Ads,Basic,19,30.68,12,0.395,2,5.0,0,1,9,Decent product for the price. A few bugs here and there.,400.51
CUST0001990,49,Male,FR,Email Campaign,Enterprise,1,,15,0.176,0,7.0,0,2,8,Support took a while to respond but eventually resolved my issue.,3873.9
CUST0006249,38,Male,MX,Referral,Basic,12,11.1,13,0.312,0,7.0,1,0,1,Customer service was polite but couldn't fix my problem on the first try...,91.91
CUST0001394,33,Female,FR,Paid Ads,Enterprise,14,356.8,13,0.51,3,9.0,0,0,0,Not worth the price... The competitor offers more for less...,6353.14
CUST0004182,45,Female,BR,Referral,Pro,13,85.72,15,0.618,0,,0,0,13,,1011.47
CUST0003392,44,Female,IN,Direct,Pro,12,40.0,11,0.634,1,10.0,0,1,19,Renewal was automatic and seamless. Happy to stay on the Pro plan.,524.27
CUST0000093,48,Female,AU,Organic Search,Basic,18,28.8,16,,0,3.0,2,1,2,Exported my data and moving to a competitor. Disappointing experience.,232.84
CUST0005028,24,Female,CA,Referral,Free,27,0.0,13,0.352,0,2.0,1,0,0,Exported my data and moving to a competitor. Disappointing experience.,0.0
CUST0001029,51,Female,DE,Direct,Basic,18,26.14,10,0.446,3,,0,0,38,,188.93
CUST0000367,34,Male,CA,Social Media,Enterprise,7,268.89,18,0.719,1,,2,2,3,,5334.51
CUST0005401,32,Female,CA,Social Media,Enterprise,21,600.58,15,0.404,1,9.0,0,0,5,The Pro plan is worth every penny. ROI was clear within weeks.,9429.55
CUST0000741,30,Male,US,Email Campaign,Free,33,0.0,8,0.136,1,0.0,0,2,3,Way too expensive for what you get. Downgrading to the free tier.,14.86
CUST0006139,47,Female,US,Organic Search,Basic,14,79.81,7,0.069,3,10.0,0,2,9,Cancelled my subscription last week. Not what I expected.,1044.92
CUST0004905,51,Male,US,Referral,Pro,25,40.81,8,0.924,5,,0,2,0,,589.72
CUST0002729,22,Female,US,Direct,Free,8,0.0,12,0.76,2,4.0,0,0,15,the app crashes regularly. completely unreliable for actual financial work.,3.5
CUST0000148,22,Female,IN,Referral,Pro,4,153.06,15,0.123,3,10.0,1,1,6,Had 4 support tickets in the last few months and issues are still open.,1557.5
CUST0005425,30,Male,AU,Referral,Basic,47,26.18,15,0.645,0,5.0,0,0,2,"It's fine. Does what it says, nothing special.",283.78
CUST0006176,49,Male,BR,Paid Ads,Basic,37,34.2,8,0.314,1,4.0,1,0,15,Frustrated with constant login issues. Starting to look at alternatives.,327.37
CUST0001378,30,Female,SG,Paid Ads,Enterprise,3,127.03,15,0.443,6,10.0,0,1,10,Three billing errors in six months. Their accounting team is a mess.,3994.8
CUST0004932,30,Male,CA,Referral,Pro,8,131.17,13,0.484,1,9.0,0,1,0,Super easy to use and the customer support team is always helpful.,1703.31
CUST0004976,28,Male,UK,Email Campaign,Pro,23,48.18,16,0.42,1,8.0,1,1,0,Great product. The new features they added last quarter are excellent.,551.43
CUST0000959,42,Female,FR,Organic Search,Free,15,0.0,9,0.266,3,10.0,0,4,1,Cancelled my subscription last week. Not what I expected.,0.87
CUST0000660,27,Female,CA,Direct,Basic,19,13.44,16,0.169,2,6.0,1,1,23,Average experience. The mobile app needs work.,101.74
CUST0005628,28,Male,FR,Organic search,Pro,30,98.62,10,0.448,0,0.0,2,0,10,Not worth the price. The competitor offers more for less.,736.9
CUST0002732,54,Male,US,Organic Search,Basic,59,30.83,13,0.491,2,4.0,0,1,19,Cancelled my subscription last week. Not what I expected.,387.04
CUST0003961,32,Male,US,Paid Ads,Basic,59,28.82,10,0.373,1,10.0,3,0,2,"Honestly the best fintech app I've tried. Clean interface, reliable data.",175.32
